zone,direction,year,month,n_trips,Borough,zone_name,crz_zone,charged_share_2023,charged_share_2024,charged_share
48,pickup,2023,6,86023,Manhattan,Clinton East,true,1.0,1.0,1.0
48,pickup,2024,2,71808,Manhattan,Clinton East,true,1.0,1.0,1.0
48,pickup,2024,3,82956,Manhattan,Clinton East,true,1.0,1.0,1.0
48,pickup,2024,4,78851,Manhattan,Clinton East,true,1.0,1.0,1.0
48,pickup,2024,5,81957,Manhattan,Clinton East,true,1.0,1.0,1.0
48,pickup,2024,6,80695,Manhattan,Clinton East,true,1.0,1.0,1.0
49,dropoff,2023,2,3918,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2023,3,4503,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2023,4,4477,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2023,5,4856,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2023,6,4521,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2024,2,3549,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2024,3,4256,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2024,4,4089,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2024,5,4316,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,dropoff,2024,6,4031,Brooklyn,Clinton Hill,false,0.4866,0.4634,0.4866
49,pickup,2023,2,255,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2023,3,366,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2023,4,355,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2023,5,350,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2023,6,296,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2024,2,398,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2024,3,422,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2024,4,511,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2024,5,512,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
49,pickup,2024,6,469,Brooklyn,Clinton Hill,false,0.1264,0.1613,0.1264
50,dropoff,2023,2,30553,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2023,3,35238,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2023,4,35706,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2023,5,36669,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2023,6,35138,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2024,2,28775,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2024,3,31759,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2024,4,32623,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2024,5,33829,Manhattan,Clinton West,true,1.0,1.0,1.0
50,dropoff,2024,6,32814,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2023,2,16761,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2023,3,19303,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2023,4,20389,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2023,5,21574,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2023,6,20752,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2024,2,14938,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2024,3,17220,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2024,4,17254,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2024,5,18603,Manhattan,Clinton West,true,1.0,1.0,1.0
50,pickup,2024,6,18585,Manhattan,Clinton West,true,1.0,1.0,1.0
51,dropoff,2023,2,451,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2023,3,549,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2023,4,487,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2023,5,617,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2023,6,533,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2024,2,541,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2024,3,559,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2024,4,582,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2024,5,604,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,dropoff,2024,6,585,Bronx,Co-Op City,false,0.1729,0.1728,0.1729
51,pickup,2023,2,198,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2023,3,309,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2023,4,293,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2023,5,354,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2023,6,297,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2024,2,358,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2024,3,407,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2024,4,429,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2024,5,438,Bronx,Co-Op City,false,0.246,0.2174,0.246
51,pickup,2024,6,323,Bronx,Co-Op City,false,0.246,0.2174,0.246
52,dropoff,2023,2,1844,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2023,3,2234,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2023,4,2077,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2023,5,2216,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2023,6,2015,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2024,2,1930,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2024,3,2105,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2024,4,1980,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2024,5,2053,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,dropoff,2024,6,2063,Brooklyn,Cobble Hill,false,0.5826,0.5919,0.5826
52,pickup,2023,2,490,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2023,3,519,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2023,4,536,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2023,5,617,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2023,6,570,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2024,2,449,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2024,3,495,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2024,4,504,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2024,5,526,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
52,pickup,2024,6,459,Brooklyn,Cobble Hill,false,0.3781,0.335,0.3781
53,dropoff,2023,2,309,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2023,3,386,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2023,4,415,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2023,5,425,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2023,6,417,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2024,2,304,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2024,3,359,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2024,4,359,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2024,5,455,Queens,College Point,false,0.0856,0.1022,0.0856
53,dropoff,2024,6,510,Queens,College Point,false,0.0856,0.1022,0.0856
53,pickup,2023,2,49,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2023,3,56,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2023,4,52,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2023,5,52,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2023,6,49,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2024,2,49,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2024,3,42,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2024,4,46,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2024,5,53,Queens,College Point,false,0.1977,0.2846,0.1977
53,pickup,2024,6,56,Queens,College Point,false,0.1977,0.2846,0.1977
54,dropoff,2023,2,609,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2023,3,694,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2023,4,767,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2023,5,739,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2023,6,782,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2024,2,692,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2024,3,687,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2024,4,710,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2024,5,676,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,dropoff,2024,6,672,Brooklyn,Columbia Street,false,0.5817,0.5738,0.5817
54,pickup,2023,2,26,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2023,3,25,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2023,4,42,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2023,5,45,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2023,6,40,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2024,2,33,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2024,3,44,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2024,4,47,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2024,5,54,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
54,pickup,2024,6,54,Brooklyn,Columbia Street,false,0.2135,0.194,0.2135
55,dropoff,2023,2,387,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2023,3,454,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2023,4,524,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2023,5,557,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2023,6,550,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2024,2,404,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2024,3,561,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2024,4,601,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2024,5,729,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,dropoff,2024,6,775,Brooklyn,Coney Island,false,0.2593,0.2322,0.2593
55,pickup,2023,2,159,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2023,3,165,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2023,4,144,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2023,5,214,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2023,6,158,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2024,2,260,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2024,3,371,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2024,4,385,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2024,5,448,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
55,pickup,2024,6,451,Brooklyn,Coney Island,false,0.2464,0.2057,0.2464
56,dropoff,2023,2,740,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2023,3,882,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2023,4,818,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2023,5,843,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2023,6,891,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2024,2,696,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2024,3,783,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2024,4,798,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2024,5,825,Queens,Corona,false,0.2298,0.2304,0.2298
56,dropoff,2024,6,770,Queens,Corona,false,0.2298,0.2304,0.2298
56,pickup,2023,2,177,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2023,3,224,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2023,4,195,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2023,5,168,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2023,6,157,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2024,2,244,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2024,3,227,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2024,4,243,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2024,5,227,Queens,Corona,false,0.3138,0.3473,0.3138
56,pickup,2024,6,254,Queens,Corona,false,0.3138,0.3473,0.3138
57,dropoff,2023,2,33,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2023,3,64,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2023,4,55,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2023,5,76,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2023,6,51,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2024,2,39,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2024,3,49,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2024,4,72,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2024,5,40,Queens,Corona,false,0.2115,0.1698,0.2115
57,dropoff,2024,6,65,Queens,Corona,false,0.2115,0.1698,0.2115
57,pickup,2023,2,6,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2023,3,7,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2023,4,5,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2023,5,9,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2023,6,11,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2024,2,3,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2024,3,9,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2024,4,13,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2024,5,9,Queens,Corona,false,0.1053,0.0476,0.1053
57,pickup,2024,6,8,Queens,Corona,false,0.1053,0.0476,0.1053
58,dropoff,2023,2,69,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2023,3,97,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2023,4,89,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2023,5,89,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2023,6,88,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2024,2,69,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2024,3,84,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2024,4,91,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2024,5,73,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,dropoff,2024,6,74,Bronx,Country Club,false,0.2361,0.1739,0.2361
58,pickup,2023,2,4,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2023,3,4,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2023,4,1,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2023,5,3,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2023,6,3,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2024,2,3,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2024,3,4,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2024,4,4,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2024,5,2,Bronx,Country Club,false,0.1333,0.0625,0.1333
58,pickup,2024,6,3,Bronx,Country Club,false,0.1333,0.0625,0.1333
59,dropoff,2023,2,16,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2023,3,14,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2023,4,15,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2023,5,16,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2023,6,33,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2024,2,8,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2024,3,21,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2024,4,20,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2024,5,13,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,dropoff,2024,6,29,Bronx,Crotona Park,false,0.1383,0.2637,0.1383
59,pickup,2023,2,1,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2023,3,3,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2023,4,2,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2023,5,6,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2023,6,20,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2024,2,1,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2024,3,7,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2024,4,6,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2024,5,5,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
59,pickup,2024,6,5,Bronx,Crotona Park,false,0.0938,0.0417,0.0938
60,dropoff,2023,2,167,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2023,3,191,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2023,4,211,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2023,5,234,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2023,6,191,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2024,2,181,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2024,3,209,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2024,4,265,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2024,5,219,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,dropoff,2024,6,231,Bronx,Crotona Park East,false,0.1821,0.2063,0.1821
60,pickup,2023,2,42,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2023,3,62,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2023,4,56,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2023,5,54,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2023,6,52,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2024,2,88,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2024,3,116,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2024,4,120,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2024,5,138,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
60,pickup,2024,6,109,Bronx,Crotona Park East,false,0.1504,0.268,0.1504
61,dropoff,2023,2,4128,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2023,3,4698,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2023,4,4613,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2023,5,4867,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2023,6,4750,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2024,2,3705,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2024,3,4279,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2024,4,4277,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2024,5,4461,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,dropoff,2024,6,4533,Brooklyn,Crown Heights North,false,0.3455,0.302,0.3455
61,pickup,2023,2,362,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2023,3,450,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2023,4,511,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2023,5,489,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2023,6,427,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2024,2,860,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2024,3,1082,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2024,4,1179,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2024,5,1269,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
61,pickup,2024,6,1225,Brooklyn,Crown Heights North,false,0.0777,0.1432,0.0777
62,dropoff,2023,2,1303,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2023,3,1394,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2023,4,1390,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2023,5,1499,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2023,6,1546,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2024,2,1116,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2024,3,1323,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2024,4,1350,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2024,5,1534,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,dropoff,2024,6,1415,Brooklyn,Crown Heights South,false,0.3099,0.2815,0.3099
62,pickup,2023,2,119,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2023,3,150,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2023,4,132,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2023,5,131,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2023,6,141,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2024,2,302,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2024,3,398,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2024,4,436,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2024,5,525,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
62,pickup,2024,6,429,Brooklyn,Crown Heights South,false,0.101,0.134,0.101
63,dropoff,2023,2,437,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2023,3,505,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2023,4,489,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2023,5,524,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2023,6,491,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2024,2,474,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2024,3,549,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2024,4,578,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2024,5,629,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,dropoff,2024,6,603,Brooklyn,Cypress Hills,false,0.1087,0.1154,0.1087
63,pickup,2023,2,76,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2023,3,82,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2023,4,66,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2023,5,77,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2023,6,58,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2024,2,119,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2024,3,163,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2024,4,169,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2024,5,184,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
63,pickup,2024,6,240,Brooklyn,Cypress Hills,false,0.1114,0.1749,0.1114
64,dropoff,2023,2,355,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2023,3,405,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2023,4,426,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2023,5,373,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2023,6,382,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2024,2,367,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2024,3,393,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2024,4,424,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2024,5,387,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,dropoff,2024,6,352,Queens,Douglaston,false,0.0922,0.0848,0.0922
64,pickup,2023,2,21,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2023,3,30,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2023,4,30,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2023,5,15,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2023,6,29,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2024,2,34,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2024,3,48,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2024,4,44,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2024,5,43,Queens,Douglaston,false,0.136,0.0931,0.136
64,pickup,2024,6,35,Queens,Douglaston,false,0.136,0.0931,0.136
65,dropoff,2023,2,3694,Brooklyn,Downtown Brooklyn/MetroTech,false,0.5155,0.5064,0.5155
65,dropoff,2023,3,4483,Brooklyn,Downtown Brooklyn/MetroTech,false,0.5155,0.5064,0.5155
